datestop,arstmade,frisked,searched,addrnum,stname,stinter,crossst
8152015,N,N,N,185,WEST END AVENUE,WEST 69 STREET,WEST 68 STREET
8192015,N,N,N,***,AMSTERDAM AVENUE,WEST 179 STREET,WEST 172 STREET
8192015,N,Y,N,***,AMSTERDAM AVENUE,WEST 179 STREET,WEST 172 STREET
8222015,N,N,N,2 LINES", , ,BROADWAY
8222015,N,N,N, 2 LINES", , ,BROADWAY
8262015,N,N,N, , ,ELDRIDGE STREET,DIVISION STREET
9092015,N,N,N,***,BROADWAY,WEST 136 STREET,WEST 135 STREET
9162015,N,Y,N, , ,PARK AVENUE,EAST 74 STREET
9252015,N,N,N,626,WATER STREET,JACKSON STREET,GOUVERNEUR STREET
9252015,N,Y,N,626,WATER STREET,JACKSON STREET,GOUVERNEUR STREET
9282015,N,Y,N,520,WEST 183 STREET,AUDUBON AVENUE,AMSTERDAM AVENUE
10062015,N,N,N,128,WEST 128 STREET,POWELL BOULEVARD,LENOX AVENUE
10102015,Y,Y,Y, , ,PARK AVENUE,EAST 117 STREET
10232015,N,Y,N, , ,LENOX AVENUE,WEST 147 STREET
10242015,Y,Y,Y,229,WEST 42 STREET,8 AVENUE,7 AVENUE
10242015,Y,N,Y,229,WEST 42 STREET,8 AVENUE,7 AVENUE
10302015,Y,Y,Y, , ,LEXINGTON AVENUE,EAST 42 STREET
11022015,N,Y,N,201,WEST 144 STREET,DOUGLASS BOULEVARD,POWELL BOULEVARD
11022015,N,Y,N,201,WEST 144 STREET,DOUGLASS BOULEVARD,POWELL BOULEVARD
11022015,N,Y,N,201,WEST 144 STREET,DOUGLASS BOULEVARD,POWELL BOULEVARD
11022015,N,Y,N,201,WEST 144 STREET,DOUGLASS BOULEVARD,POWELL BOULEVARD
11022015,N,Y,N,201,WEST 144 STREET,DOUGLASS BOULEVARD,POWELL BOULEVARD
11102015,Y,Y,Y, , ,LEXINGTON AVENUE,EAST 59 STREET
11142015,N,N,N, ,EAST 48 STREET,LEXINGTON AVENUE,PARK AVENUE
11192015,N,N,Y, , ,UNION SQUARE EAST,EAST 14 STREET
11262015,N,N,N, , ,LEXINGTON AVENUE,EAST 90 STREET
11282015,N,Y,Y,236,WEST 26 STREET,8 AVENUE,7 AVENUE
12022015,N,N,N, , ,WEST 122 STREET,RIVERSIDE DRIVE
12052015,N,Y,N, , ,SOUTH STREET,CATHERINE SLIP
12052015,N,Y,N, , ,CATHERINE SLIP,SOUTH STREET
12052015,N,Y,N, , ,SOUTH STREET,CATHERINE SLIP
12052015,Y,Y,Y, , ,SOUTH STREET,CATHERINE SLIP
12052015,N,Y,N, , ,CATHERINE SLIP,SOUTH STREET
12252015,Y,N,N,865,COLUMBUS AVENUE,WEST 104 STREET,WEST 100 STREET
1142015,Y,Y,Y,75,9 AVENUE,WEST 16 STREET,WEST 15 STREET
1142015,N,N,N,75,9 AVENUE,WEST 16 STREET,WEST 15 STREET
1222015,N,N,N,60,EAST 125 STREET,PARK AVENUE,MADISON AVENUE
1222015,N,N,N,60,EAST 125 STREET,PARK AVENUE,MADISON AVENUE
2082015,Y,Y,Y,1960,PARK AVENUE,HARLEM RIVER DRIVE,EAST 132 STREET
2142015,Y,Y,Y,142,8 AVENUE,WEST 17 STREET,WEST 16 STREET
2172015,Y,Y,Y,840,COLUMBUS AVENUE,WEST 104 STREET,WEST 100 STREET
3242015,Y,Y,Y,206,ELDRIDGE STREET,STANTON STREET,RIVINGTON STREET
4092015,N,N,N,580,BROADWAY,EAST HOUSTON STREET,PRINCE STREET
5032015,Y,Y,Y,130,BARUCH PLACE,EAST HOUSTON STREET,STANTON STREET
5132015,Y,Y,Y, , ,UNION SQUARE EAST,EAST 14 STREET
6282015,N,N,N, , ,JEFFERSON STREET,MADISON STREET
7172015,N,Y,N,178,EAST 115 STREET,3 AVENUE,LEXINGTON AVENUE
7172015,N,Y,N, ,1 AVENUE,EAST 114 STREET,EAST 111 STREET
7242015,Y,Y,Y,520,WEST 183 STREET,AUDUBON AVENUE,AMSTERDAM AVENUE
7282015,Y,N,Y,221,WEST 72 STREET,WEST END AVENUE,BROADWAY
8082015,Y,Y,Y, , ,5 AVENUE,EAST 119 STREET
8092015,Y,Y,Y, , ,5 AVENUE,EAST 119 STREET
8182015,N,Y,N,172,VERMILYEA AVENUE,WEST 211 STREET,ISHAM STREET
8282015,Y,Y,Y, , , ,8 AVENUE
10132015,Y,N,N, , ,LEXINGTON AVENUE,EAST 125 STREET
11262015,N,N,N, , ,BROADWAY,WEST 51 STREET
12012015,Y,Y,Y,452,EAST 105 STREET,ROOSEVELT DRIVE,1 AVENUE
1012015,N,N,N, , ,1 AVENUE,EAST 116 STREET
1012015,N,N,N, , ,8 AVENUE,WEST 47 STREET
1012015,N,Y,N,520,ISHAM STREET,SHERMAN AVENUE,10 AVENUE
1022015,N,Y,N, , ,1 AVENUE,EAST 86 STREET
1022015,N,Y,N, , ,LEXINGTON AVENUE,EAST 118 STREET
1072015,N,N,N,55,LASALLE STREET,BROADWAY,AMSTERDAM AVENUE
1082015,N,Y,N,545,WEST 164 STREET,BROADWAY,SAINT NICHOLAS AVENUE
1082015,N,N,N,545,WEST 164 STREET,BROADWAY,SAINT NICHOLAS AVENUE
1082015,N,Y,N,545,WEST 164 STREET,BROADWAY,SAINT NICHOLAS AVENUE
1092015,N,Y,Y, , ,LEXINGTON AVENUE,EAST 96 STREET
1102015,Y,Y,Y, , ,AMSTERDAM AVENUE,WEST 146 STREET
1102015,N,Y,N, , ,1 AVENUE,EAST 77 STREET
1102015,Y,Y,Y,682,AVENUE OF THE AMERICAS,WEST 22 STREET,WEST 21 STREET
1102015,Y,Y,Y,682,AVENUE OF THE AMERICAS,WEST 22 STREET,WEST 21 STREET
1112015,N,Y,N,134,WEST 23 STREET,7 AVENUE,AVENUE OF THE AMERICAS
1112015,Y,Y,Y,1980,PARK AVENUE,HARLEM RIVER DRIVE,EAST 132 STREET
1122015,N,Y,Y,1900,LEXINGTON AVENUE,EAST 119 STREET,EAST 118 STREET
1122015,N,Y,Y,1900,LEXINGTON AVENUE,EAST 119 STREET,EAST 118 STREET
1132015,N,Y,N,3534,BROADWAY,WEST 145 STREET,WEST 144 STREET
1132015,N,Y,N,3534,BROADWAY,WEST 145 STREET,WEST 144 STREET
1132015,N,Y,N,3534,BROADWAY,WEST 145 STREET,WEST 144 STREET
1132015,N,N,N, , ,LEXINGTON AVENUE,EAST 42 STREET
1132015,Y,N,N,2660,8 AVENUE,WEST 142 STREET,WEST 141 STREET
1132015,Y,Y,Y, , ,5 AVENUE,EAST 18 STREET
1132015,Y,Y,Y, , ,5 AVENUE,EAST 18 STREET
1132015,N,N,N, , ,LAFAYETTE STREET,BLEECKER STREET
1132015,N,Y,N,201,WEST 125 STREET,DOUGLASS BOULEVARD,POWELL BOULEVARD
1132015,N,Y,N,201,WEST 125 STREET,DOUGLASS BOULEVARD,POWELL BOULEVARD
1132015,N,Y,N,201,WEST 125 STREET,DOUGLASS BOULEVARD,POWELL BOULEVARD
1132015,N,Y,N,201,WEST 125 STREET,DOUGLASS BOULEVARD,POWELL BOULEVARD
1132015,N,Y,N,201,WEST 125 STREET,DOUGLASS BOULEVARD,POWELL BOULEVARD
1132015,N,Y,N,210,WEST 125 STREET,DOUGLASS BOULEVARD,POWELL BOULEVARD
1142015,N,Y,Y,1844,AMSTERDAM AVENUE,WEST 152 STREET,WEST 151 STREET
1142015,N,Y,N, , ,LEXINGTON AVENUE,EAST 103 STREET
1142015,N,N,N,203,WEST 145 STREET,DOUGLASS BOULEVARD,POWELL BOULEVARD
1142015,Y,Y,Y, , ,WEST END AVENUE,WEST 78 STREET
1142015,Y,Y,N,165,EAST 86 STREET,3 AVENUE,LEXINGTON AVENUE
1142015,Y,Y,N,165,EAST 86 STREET,3 AVENUE,LEXINGTON AVENUE
1142015,N,N,N,50,ELDRIDGE STREET,HESTER STREET,CANAL STREET
1142015,N,Y,Y,108,EAST 126 STREET,LEXINGTON AVENUE,PARK AVENUE
1152015,N,N,N,1430,AMSTERDAM AVENUE,WEST 133 STREET,WEST 129 STREET
1152015,Y,Y,N,2289,BROADWAY,WEST 83 STREET,WEST 82 STREET
1152015,N,Y,N, , ,PIKE STREET,CHERRY STREET
1162015,N,Y,N, , ,1 AVENUE,EAST 112 STREET
1162015,N,Y,N, , ,2 AVENUE,EAST 112 STREET
1162015,Y,Y,Y,79,AVENUE A,EAST 6 STREET,EAST 5 STREET
1162015,Y,Y,Y,79,AVENUE A,EAST 6 STREET,EAST 5 STREET
1162015,N,N,N, , ,1 AVENUE,EAST 14 STREET
1162015,N,Y,N, , ,POST AVENUE,10 AVENUE
1162015,N,Y,N, , ,POST AVENUE,10 AVENUE
1172015,N,N,N, , ,1 AVENUE,EAST 115 STREET
1172015,N,N,N, , ,1 AVENUE,EAST 115 STREET
1182015,N,Y,N, , ,MANHATTAN AVENUE,WEST 113 STREET
1182015,N,Y,N,95,OLD BROADWAY,WEST 133 STREET,WEST 131 STREET
1182015,N,Y,N,95,OLD BROADWAY,WEST 133 STREET,WEST 131 STREET
1182015,N,Y,N,95,OLD BROADWAY,WEST 133 STREET,WEST 131 STREET
1192015,N,Y,Y,2937,8 AVENUE,COLONIAL PARK HOUSES,WEST 155 STREET
1192015,Y,Y,Y,2,PENNSYLVANIA PLAZA,8 AVENUE,7 AVENUE
1192015,N,N,N, , ,SAINT NICHOLAS AVENUE,WEST 181 STREET
1192015,N,N,N, , ,SAINT NICHOLAS AVENUE,WEST 181 STREET
1192015,N,N,N, , ,SAINT NICHOLAS AVENUE,WEST 181 STREET
1202015,N,N,N, , ,CABRINI BOULEVARD,WEST 186 STREET
1202015,N,N,N, , ,CABRINI BOULEVARD,WEST 186 STREET
1202015,N,N,N, , ,CABRINI BOULEVARD,WEST 186 STREET
1202015,N,Y,N, , ,KING STREET,AVENUE OF THE AMERICAS
1202015,N,N,N, , ,1 AVENUE,EAST 110 STREET
1202015,Y,Y,Y,60,PITT STREET,RIVINGTON STREET,DELANCEY STREET
1202015,N,Y,N,545,WEST 156 STREET,BROADWAY,AMSTERDAM AVENUE
1202015,N,Y,N,545,WEST 156 STREET,BROADWAY,AMSTERDAM AVENUE
1202015,N,Y,N,545,WEST 156 STREET,BROADWAY,AMSTERDAM AVENUE
1202015,N,Y,N,545,WEST 156 STREET,BROADWAY,AMSTERDAM AVENUE
1202015,N,Y,N,112,EAST 128 STREET,LEXINGTON AVENUE,PARK AVENUE
1202015,N,Y,Y, , ,3 AVENUE,EAST 123 STREET
1212015,N,Y,N,319,WEST 42 STREET,9 AVENUE,8 AVENUE
1212015,N,N,N, , ,EAST 124 STREET,3 AVENUE
1212015,N,N,N, , ,EAST 124 STREET,3 AVENUE
1212015,N,Y,Y, , ,EAST 124 STREET,3 AVENUE
1212015,N,Y,N,501,WEST 135 STREET,BROADWAY,AMSTERDAM AVENUE
1212015,Y,Y,Y,231,WEST 149 STREET,DOUGLASS BOULEVARD,POWELL BOULEVARD
1222015,N,N,N,2449,BROADWAY,WEST 91 STREET,WEST 90 STREET
1222015,N,N,N,2449,BROADWAY,WEST 91 STREET,WEST 90 STREET
1222015,N,N,N,2449,BROADWAY,WEST 91 STREET,WEST 90 STREET
1222015,N,N,N,2449,BROADWAY,WEST 91 STREET,WEST 90 STREET
1222015,N,N,N,265,WEST 35 STREET,8 AVENUE,7 AVENUE
1222015,N,N,N, , ,UNION SQUARE EAST,EAST 14 STREET
1232015,N,Y,N,9,CROSBY STREET,GRAND STREET,HOWARD STREET
1232015,N,Y,N, , ,BRADHURST AVENUE,WEST 145 STREET
1232015,Y,Y,Y, , ,COLUMBUS AVENUE,WEST 60 STREET
1232015,Y,Y,N, , ,EAST 14 STREET,UNION SQUARE WEST
1232015,N,Y,N, , ,AMSTERDAM AVENUE,WEST 181 STREET
1232015,N,Y,Y,1712,AMSTERDAM AVENUE,WEST 145 STREET,WEST 144 STREET
1242015,Y,Y,N,691,ROOSEVELT DRIVE,EAST 6 STREET,EAST HOUSTON STREET
1242015,N,Y,N, , ,THAYER STREET,SHERMAN AVENUE
1242015,N,Y,N, , ,THAYER STREET,SHERMAN AVENUE
1252015,N,N,N, , ,MADISON AVENUE,EAST 89 STREET
1252015,N,N,N, , ,MADISON AVENUE,EAST 89 STREET
1252015,N,N,N, , ,MADISON AVENUE,EAST 89 STREET
1252015,N,Y,Y,290,3 AVENUE,EAST 23 STREET,EAST 22 STREET
1252015,Y,N,N,257,WEST 39 STREET,8 AVENUE,7 AVENUE
1252015,Y,N,N,257,WEST 39 STREET,8 AVENUE,7 AVENUE
1262015,N,Y,N, , ,RIVERSIDE DRIVE,WEST 145 STREET
1272015,N,N,N, , ,BROADWAY,WEST 71 STREET
1272015,N,N,N, , ,BROADWAY,WEST 71 STREET
1272015,N,Y,N, , ,BROADWAY,WEST 77 STREET
1272015,N,N,N, , ,WEST 29 STREET,8 AVENUE
1282015,N,Y,N,350,EAST 124 STREET,1 AVENUE,2 AVENUE
1282015,N,Y,N,350,EAST 124 STREET,1 AVENUE,2 AVENUE
1282015,N,N,N, , ,FRANKLIN STREET,CORTLANDT ALLEY
1282015,N,N,N,2517,7 AVENUE,WEST 146 STREET,WEST 145 STREET
1282015,N,Y,Y,551,WEST 175 STREET,SAINT NICHOLAS AVENUE,AUDUBON AVENUE
1292015,N,Y,Y,201,WEST 132 STREET,DOUGLASS BOULEVARD,POWELL BOULEVARD
1292015,N,Y,Y,201,WEST 132 STREET,DOUGLASS BOULEVARD,POWELL BOULEVARD
1292015,N,Y,Y,201,WEST 132 STREET,DOUGLASS BOULEVARD,POWELL BOULEVARD
1292015,N,Y,Y,201,WEST 132 STREET,DOUGLASS BOULEVARD,POWELL BOULEVARD
1302015,Y,Y,Y,725,EAST 5 STREET,AVENUE D,AVENUE C
1302015,Y,Y,Y,725,EAST 5 STREET,AVENUE D,AVENUE C
1302015,N,N,N,256,COLUMBUS AVENUE,WEST 72 STREET,WEST 71 STREET
1302015,N,Y,N, , ,BROADWAY,WEST 28 STREET
1302015,N,N,N,11,EAST 44 STREET,MADISON AVENUE,5 AVENUE
1302015,N,Y,N, , ,EAST 17 STREET,UNION SQUARE PARK
1302015,N,N,N, , ,EAST 14 STREET,UNION SQUARE EAST
1302015,N,N,N, , ,BROADWAY,WEST 125 STREET
1302015,N,Y,N,1370,5 AVENUE,WEST 115 STREET,WEST 112 STREET
1302015,N,Y,N,1370,5 AVENUE,WEST 115 STREET,WEST 112 STREET
1312015,N,Y,N, , ,BROADWAY,WEST 107 STREET
1312015,N,Y,N,60,WEST 128 STREET,LENOX AVENUE,5 AVENUE
1312015,N,Y,N,2130,MADISON AVENUE,EAST 135 STREET,EAST 132 STREET
2022015,N,N,N,34,HILLSIDE AVENUE,HILLSIDE AVENUE,BOGARDUS PLACE
2032015,Y,Y,Y,75,LASALLE STREET,BROADWAY,AMSTERDAM AVENUE
2042015,N,Y,Y, , ,5 AVENUE,WEST 129 STREET
2042015,N,N,N, , , , 
2062015,N,N,N,1090,AMSTERDAM AVENUE,WEST 114 STREET,WEST 113 STREET
2062015,Y,N,Y, , ,LEXINGTON AVENUE,EAST 60 STREET
2062015,Y,N,Y, , ,LEXINGTON AVENUE,EAST 60 STREET
2062015,N,N,N,1090,AMSTERDAM AVENUE,WEST 114 STREET,WEST 113 STREET
2062015,N,N,N,1090,AMSTERDAM AVENUE,WEST 114 STREET,WEST 113 STREET
2062015,N,N,N,1090,AMSTERDAM AVENUE,WEST 114 STREET,WEST 113 STREET
2062015,N,Y,N,1500,BROADWAY,WEST 44 STREET,WEST 43 STREET
2062015,N,N,N,298,ELIZABETH STREET,BLEECKER STREET,EAST HOUSTON STREET
2062015,N,N,N,298,ELIZABETH STREET,BLEECKER STREET,EAST HOUSTON STREET
2072015,N,Y,Y, , ,SAINT NICHOLAS AVENUE,WEST 153 STREET
2072015,N,N,N, , ,BROADWAY,WEST 175 STREET
2082015,N,Y,N, , ,LEXINGTON AVENUE,EAST 110 STREET
2082015,Y,Y,N, , ,LEXINGTON AVENUE,EAST 110 STREET
2082015,N,Y,N, , ,SAINT NICHOLAS AVENUE,WEST 166 STREET
2082015,N,Y,N, , ,SAINT NICHOLAS AVENUE,WEST 177 STREET
2082015,N,Y,N, , ,SAINT NICHOLAS AVENUE,WEST 177 STREET
2102015,N,Y,N, , ,BROADWAY,WEST 139 STREET
2102015,N,N,N, , ,BROADWAY,WEST 139 STREET
2102015,N,N,N,3635,BROADWAY,WEST 150 STREET,WEST 149 STREET
2102015,Y,Y,Y,330,MADISON STREET,JACKSON STREET,GOUVERNEUR STREET
2102015,N,N,N,70,EAST 115 STREET,PARK AVENUE,MADISON AVENUE
2102015,N,N,N,70,EAST 115 STREET,PARK AVENUE,MADISON AVENUE
2102015,N,Y,N,514,WEST 176 STREET,AUDUBON AVENUE,AMSTERDAM AVENUE
2102015,N,Y,N, , ,7 AVENUE,WEST 42 STREET
2102015,N,N,N, , ,7 AVENUE,WEST 42 STREET
2102015,N,Y,N, , ,7 AVENUE,WEST 42 STREET
2102015,N,N,N, , ,AVENUE OF THE AMERICAS,WEST 23 STREET
2102015,N,N,N, , ,AVENUE OF THE AMERICAS,WEST 23 STREET
2102015,N,N,N, , ,AVENUE OF THE AMERICAS,WEST 23 STREET
2102015,N,N,N, , ,AVENUE OF THE AMERICAS,WEST 23 STREET
2102015,N,Y,N,2955,8 AVENUE,COLONIAL PARK HOUSES,WEST 155 STREET
2102015,N,Y,N,2955,8 AVENUE,COLONIAL PARK HOUSES,WEST 155 STREET
2112015,N,N,Y, , ,UNION SQUARE EAST,EAST 14 STREET
2112015,N,N,N, , ,FORT WASHINGTON AVENUE,WEST 185 STREET
2112015,N,N,N, , ,AMSTERDAM AVENUE,WEST 66 STREET
2112015,N,N,N,331,EAST 10 STREET,AVENUE B,AVENUE A
2112015,N,N,N,415,WEST 25 STREET,10 AVENUE,9 AVENUE
2112015,N,N,N,415,WEST 25 STREET,10 AVENUE,9 AVENUE
2112015,N,N,N,711,ROOSEVELT DRIVE,EAST 6 STREET,EAST HOUSTON STREET
2122015,Y,Y,N, , ,3 AVENUE,EAST 116 STREET
2122015,N,Y,N,2101,MADISON AVENUE,EAST 135 STREET,EAST 132 STREET
2122015,N,Y,N,2101,MADISON AVENUE,EAST 135 STREET,EAST 132 STREET
2122015,N,N,N, , ,8 AVENUE,WEST 42 STREET
2132015,N,Y,N, , ,3 AVENUE,EAST 56 STREET
2132015,N,Y,N, , ,COLUMBUS CIRCLE,WEST 58 STREET
2142015,Y,Y,Y,1675,YORK AVENUE,EAST 89 STREET,EAST 88 STREET
2142015,Y,Y,Y,1675,YORK AVENUE,EAST 89 STREET,EAST 88 STREET
2142015,N,N,N, , ,MADISON AVENUE,EAST 58 STREET
2152015,N,N,N, , ,LEXINGTON AVENUE,EAST 87 STREET
2152015,N,N,N,239,EAST 5 STREET,2 AVENUE,3 AVENUE
2162015,N,Y,N,241,EAST 115 STREET,2 AVENUE,3 AVENUE
2162015,N,Y,N,241,EAST 115 STREET,2 AVENUE,3 AVENUE
2162015,N,Y,N,241,EAST 115 STREET,2 AVENUE,3 AVENUE
2162015,N,Y,N,90,PITT STREET,STANTON STREET,RIVINGTON STREET
2172015,N,N,N, , ,WADSWORTH AVENUE,WEST 187 STREET
2182015,Y,N,Y,1622,3 AVENUE,EAST 92 STREET,EAST 91 STREET
2182015,N,Y,N,1350,5 AVENUE,WEST 115 STREET,WEST 112 STREET
2182015,N,Y,Y,1350,5 AVENUE,WEST 115 STREET,WEST 112 STREET
2182015,N,Y,N,1350,5 AVENUE,WEST 115 STREET,WEST 112 STREET
2182015,N,Y,Y,1350,5 AVENUE,WEST 115 STREET,WEST 112 STREET
2192015,N,Y,Y,5,TIMES SQUARE,WEST 42 STREET,WEST 41 STREET
2202015,N,N,N,749,ROOSEVELT DRIVE,EAST 8 STREET,EAST 7 STREET
2202015,N,N,N,749,ROOSEVELT DRIVE,EAST 8 STREET,EAST 7 STREET
2212015,N,N,N, , ,YORK AVENUE,EAST 90 STREET
2212015,N,N,N, , ,1 AVENUE,EAST 90 STREET
2212015,N,Y,N,152,BLEECKER STREET,THOMPSON STREET,LAGUARDIA PLACE
2212015,Y,Y,N, , ,YORK AVENUE,EAST 80 STREET
2212015,N,N,N,395,3 AVENUE,EAST 29 STREET,EAST 28 STREET
2212015,N,Y,N,2070,3 AVENUE,EAST 115 STREET,EAST 112 STREET
2222015,Y,Y,Y,2,PENNSYLVANIA PLAZA,8 AVENUE,7 AVENUE
2222015,N,Y,N,70,LENOX AVENUE,WEST 115 STREET,WEST 112 STREET
2222015,N,Y,N,114,WEST 116 STREET,POWELL BOULEVARD,LENOX AVENUE
2222015,N,Y,N,114,WEST 116 STREET,POWELL BOULEVARD,LENOX AVENUE
2242015,N,N,N,170,DYCKMAN STREET,BROADWAY,SHERMAN AVENUE
2242015,Y,Y,N,200,EAST END AVENUE,EAST 90 STREET,EAST 89 STREET
2242015,Y,Y,N,200,EAST END AVENUE,EAST 90 STREET,EAST 89 STREET
2242015,N,N,N, , ,AVENUE OF THE AMERICAS,WAVERLY PLACE
2252015,N,N,N, , ,BROADWAY,WEST 133 STREET
2252015,N,Y,N, , ,7 AVENUE,WEST 144 STREET
2252015,N,Y,N, , ,7 AVENUE,WEST 144 STREET
2252015,Y,N,N,222,WEST 145 STREET,DOUGLASS BOULEVARD,POWELL BOULEVARD
2252015,N,N,N, , ,BROADWAY,WEST 69 STREET
2252015,N,N,N,599,AVENUE OF THE AMERICAS,WEST 18 STREET,WEST 17 STREET
2252015,N,N,N,599,AVENUE OF THE AMERICAS,WEST 18 STREET,WEST 17 STREET
2252015,N,N,N,599,AVENUE OF THE AMERICAS,WEST 18 STREET,WEST 17 STREET
2252015,Y,N,N,1774,LEXINGTON AVENUE,EAST 111 STREET,EAST 110 STREET
2262015,N,Y,N,130,EAST 40 STREET,3 AVENUE,LEXINGTON AVENUE
2272015,N,Y,Y,300,EAST 51 STREET,1 AVENUE,2 AVENUE
2272015,N,N,N,677,LEXINGTON AVENUE,EAST 57 STREET,EAST 56 STREET
3042015,N,N,N,250,WEST 50 STREET,8 AVENUE,BROADWAY
3042015,N,N,N, , ,8 AVENUE,WEST 42 STREET
3052015,N,N,N, , ,RIVINGTON STREET,LUDLOW STREET
3062015,N,N,N,1025,MADISON AVENUE,EAST 79 STREET,EAST 78 STREET
3062015,N,N,N,233,WEST 49 STREET,8 AVENUE,BROADWAY
3062015,N,Y,N,271,CANAL STREET,BROADWAY,LAFAYETTE STREET
3072015,Y,N,N, , ,2 AVENUE,EAST 92 STREET
3072015,Y,N,Y, , ,2 AVENUE,EAST 92 STREET
3072015,Y,N,N, , ,2 AVENUE,EAST 92 STREET
3072015,Y,Y,Y, , ,UNION SQUARE EAST,EAST 14 STREET
3082015,N,N,N, , ,2 AVENUE,EAST 62 STREET
3102015,N,Y,Y,70,LENOX AVENUE,WEST 115 STREET,WEST 112 STREET
3112015,N,N,N,206,EAST 56 STREET,2 AVENUE,3 AVENUE
3112015,N,N,N,206,EAST 52 STREET,2 AVENUE,3 AVENUE
3112015,Y,Y,Y,1988,BROADWAY,WEST 68 STREET,WEST 67 STREET
3112015,Y,N,N, , ,LAFAYETTE STREET,ASTOR PLACE
3112015,N,Y,N, , ,UNION SQUARE EAST,EAST 14 STREET
3112015,N,Y,N,70,EAST 115 STREET,PARK AVENUE,MADISON AVENUE
3122015,N,N,N,256,WEST 14 STREET,8 AVENUE,7 AVENUE
3122015,N,N,N,256,WEST 14 STREET,8 AVENUE,7 AVENUE
3142015,Y,N,N,134,4 AVENUE,EAST 13 STREET,EAST 12 STREET
3142015,N,Y,Y, , ,LEXINGTON AVENUE,EAST 59 STREET
3142015,Y,Y,Y,709,ROOSEVELT DRIVE,EAST 6 STREET,EAST HOUSTON STREET
3142015,N,N,N,709,ROOSEVELT DRIVE,EAST 6 STREET,EAST HOUSTON STREET
3152015,N,Y,N, , ,1 AVENUE,EAST 61 STREET
3152015,N,Y,N,819,ROOSEVELT DRIVE,EAST 11 STREET,EAST 10 STREET
3172015,N,Y,N,2175,1 AVENUE,EAST 115 STREET,EAST 112 STREET
3172015,N,Y,N,2175,1 AVENUE,EAST 115 STREET,EAST 112 STREET
3172015,N,Y,N,2175,1 AVENUE,EAST 115 STREET,EAST 112 STREET
3172015,N,Y,N,2175,1 AVENUE,EAST 115 STREET,EAST 112 STREET
3172015,N,Y,N,800,2 AVENUE,EAST 43 STREET,EAST 42 STREET
3172015,N,Y,N,3,EAST 31 STREET,MADISON AVENUE,5 AVENUE
3172015,N,Y,Y,3,EAST 31 STREET,MADISON AVENUE,5 AVENUE
3182015,N,Y,N, , ,AMSTERDAM AVENUE,WEST 155 STREET
3192015,N,N,N, , ,PARK AVENUE SOUTH,EAST 23 STREET
3192015,N,Y,N,122,WAVERLY PLACE,AVENUE OF THE AMERICAS,WASHINGTON SQUARE WEST
3202015,Y,Y,Y,290,EAST 4 STREET,AVENUE C,AVENUE B
3212015,N,Y,N, , ,LEXINGTON AVENUE,EAST 109 STREET
3212015,N,Y,Y, , ,2 AVENUE,EAST 125 STREET
3212015,N,Y,N, , ,9 AVENUE,WEST 37 STREET
3212015,N,Y,N, , ,AVENUE OF THE AMERICAS,WEST 42 STREET
3212015,Y,Y,Y, , ,AVENUE OF THE AMERICAS,WEST 42 STREET
3242015,Y,Y,Y,206,ELDRIDGE STREET,STANTON STREET,RIVINGTON STREET
3242015,N,N,N, , ,BROADWAY,WEST 104 STREET
3242015,N,N,N, , ,BROADWAY,WEST 104 STREET
3242015,N,N,N, , ,BROADWAY,WEST 104 STREET
3252015,N,Y,N, , ,SAINT NICHOLAS AVENUE,WEST 126 STREET
3282015,N,Y,N, , ,5 AVENUE,EAST 126 STREET
3282015,N,Y,N, , ,5 AVENUE,EAST 126 STREET
3282015,N,Y,N, , ,5 AVENUE,EAST 126 STREET
3312015,N,Y,N, , ,2 AVENUE,EAST 104 STREET
3312015,N,Y,N,11,EAST 32 STREET,MADISON AVENUE,5 AVENUE
3312015,N,Y,N,11,EAST 32 STREET,MADISON AVENUE,5 AVENUE
3312015,N,N,N, , ,BROADWAY,EAST HOUSTON STREET
3312015,Y,N,N, , ,PARK AVENUE SOUTH,EAST 23 STREET
4022015,Y,N,N, , ,LEXINGTON AVENUE,EAST 125 STREET
4032015,N,N,N, , ,LEXINGTON AVENUE,EAST 124 STREET
4042015,N,Y,N,975,2 AVENUE,EAST 52 STREET,EAST 51 STREET
4042015,N,Y,N,975,2 AVENUE,EAST 52 STREET,EAST 51 STREET
4062015,N,Y,Y,415,EAST 80 STREET,YORK AVENUE,1 AVENUE
4062015,N,Y,N, , ,EAST 6 STREET,AVENUE C
4072015,N,N,N,240,WEST 4 STREET,CHARLES STREET,WEST 10 STREET
4072015,N,Y,N,212,WEST 63 STREET,DEAD END,AMSTERDAM AVENUE
4072015,N,Y,N,60,AVENUE D,EAST 6 STREET,EAST HOUSTON STREET
4072015,Y,Y,Y,120,EAST 36 STREET,LEXINGTON AVENUE,PARK AVENUE
4082015,N,Y,N, , ,MORNINGSIDE DRIVE,WEST 110 STREET
4092015,N,Y,Y, , ,8 AVENUE,WEST 34 STREET
4092015,N,Y,Y, , ,8 AVENUE,WEST 42 STREET
4092015,Y,N,N, , ,LEXINGTON AVENUE,EAST 125 STREET
4092015,N,N,N,267,WEST 34 STREET,8 AVENUE,7 AVENUE
4102015,N,Y,N, , ,AVENUE D,EAST 10 STREET
4102015,N,Y,N, , ,AVENUE D,EAST 10 STREET
4102015,Y,N,N, , ,8 AVENUE,WEST 42 STREET
4112015,Y,N,N, , ,UNION SQUARE EAST,EAST 14 STREET
